  1.4684893e-001  5.0055942e-001 -6.6410316e-001 -1.8465176e-001 -1.4453100e+000 -7.0691647e-001  9.8000000e-001 -9.8000000e-001 -9.8000000e-001
 -1.2438533e+000 -7.4756031e-001 -1.4506553e+000 -1.0398395e+000 -2.6395811e-001 -5.7862085e-001  9.8000000e-001 -9.8000000e-001 -9.8000000e-001
  4.8358763e-001  4.6717684e-001 -9.9101525e-002  2.7264249e-001 -8.9623651e-001 -7.9413698e-001  9.8000000e-001 -9.8000000e-001 -9.8000000e-001
 -6.2563635e-001 -7.8841794e-001 -1.2726874e+000 -2.1552741e-001 -7.3227108e-001 -4.8931497e-001  9.8000000e-001 -9.8000000e-001 -9.8000000e-001
 -1.1746253e+000 -3.6179016e-001 -1.4447498e+000 -1.2385764e+000  9.3165615e-001 -6.4075257e-001  9.8000000e-001 -9.8000000e-001 -9.8000000e-001
 -4.0981153e-001 -1.6770888e-001 -7.9578230e-001 -4.0119183e-001  1.9875297e-001 -5.4069942e-001  9.8000000e-001 -9.8000000e-001 -9.8000000e-001
 -9.6924799e-001 -4.0057320e-001 -4.9801034e-001 -9.4593587e-001  5.3180425e-001 -3.4632624e-001  9.8000000e-001 -9.8000000e-001 -9.8000000e-001
 -1.3813867e+000 -1.2521507e+000 -5.3800497e-001 -8.4022025e-001 -2.5289695e+000 -6.8245265e-001  9.8000000e-001 -9.8000000e-001 -9.8000000e-001
 -6.2599894e-001 -4.4981009e-001 -1.1100765e+000 -4.6846067e-001 -6.9626245e-001 -9.0850811e-001  9.8000000e-001 -9.8000000e-001 -9.8000000e-001
 -1.6978059e+000  1.7285327e-002 -1.9635013e+000 -2.1930298e+000  1.6029761e-001 -6.8683737e-001  9.8000000e-001 -9.8000000e-001 -9.8000000e-001
 -4.0173322e-001  2.9155775e-001 -1.0149221e+000 -7.3324995e-001 -5.2217169e-001 -5.1257696e-001  9.8000000e-001 -9.8000000e-001 -9.8000000e-001
 -1.8544499e-001  6.6405309e-001 -2.6576008e-001 -7.3324995e-001 -8.3655229e-002 -5.4659956e-001  9.8000000e-001 -9.8000000e-001 -9.8000000e-001
 -9.3857379e-001 -5.0006646e-001 -8.5329913e-001 -8.3236466e-001  4.6519527e-001 -5.5594810e-001  9.8000000e-001 -9.8000000e-001 -9.8000000e-001
  1.9367765e-001  2.8173382e-001  1.4129002e-001  3.8638132e-002 -4.2134149e-001 -7.1671775e-001  9.8000000e-001 -9.8000000e-001 -9.8000000e-001
 -1.2646834e+000 -4.0946620e-001 -1.1281049e+000 -1.3186719e+000  3.9336542e-001 -6.6209141e-001  9.8000000e-001 -9.8000000e-001 -9.8000000e-001
 -1.0887749e+000 -5.2843459e-001 -1.1753944e+000 -1.0040855e+000 -1.0024117e-001 -7.3327505e-001  9.8000000e-001 -9.8000000e-001 -9.8000000e-001
 -9.6155215e-001 -3.3620628e-001 -7.5985417e-001 -9.8404598e-001  1.2420134e+000 -5.2836957e-001  9.8000000e-001 -9.8000000e-001 -9.8000000e-001
  1.4950570e-001  6.8652618e-001  1.1151575e-001 -3.1989794e-001 -8.6325749e-001 -2.8001252e-001  9.8000000e-001 -9.8000000e-001 -9.8000000e-001
 -8.6768459e-001 -4.4695012e-001 -1.1659230e+000 -7.8094009e-001  4.5185532e-003 -8.3292425e-001  9.8000000e-001 -9.8000000e-001 -9.8000000e-001
 -1.4139147e+000  5.2115894e-001 -1.2358979e+000 -2.2041775e+000 -1.7597600e-001 -7.8634245e-001  9.8000000e-001 -9.8000000e-001 -9.8000000e-001
 -3.6966468e-001  9.1000860e-001 -8.9474644e-001 -1.1531909e+000  2.6479358e-001 -6.5831018e-001  9.8000000e-001 -9.8000000e-001 -9.8000000e-001
 -9.8138654e-001 -1.0330777e-001 -2.6576008e-001 -1.1831655e+000 -6.4945379e-001 -4.6071159e-001  9.8000000e-001 -9.8000000e-001 -9.8000000e-001
 -9.2510792e-001  4.3846720e-001 -1.3552294e+000 -1.5148485e+000 -5.1419550e-001 -6.2952574e-001  9.8000000e-001 -9.8000000e-001 -9.8000000e-001
  3.7029275e-001  7.3430600e-001 -1.4295159e-001 -7.2011555e-002 -3.3367207e-001 -7.5354951e-001  9.8000000e-001 -9.8000000e-001 -9.8000000e-001
 -5.6144656e-001 -2.1388277e-001 -5.0673485e-001 -5.6147793e-001 -4.3010354e-001 -4.1074358e-001  9.8000000e-001 -9.8000000e-001 -9.8000000e-001
 -9.0273315e-001 -9.8901960e-003 -1.3016207e+000 -1.1518197e+000  4.4805727e-003 -5.5185336e-001  9.8000000e-001 -9.8000000e-001 -9.8000000e-001
 -1.2666939e+000 -4.5525882e-001 -6.4303592e-001 -1.2871105e+000  5.2513817e-001 -6.2817619e-001  9.8000000e-001 -9.8000000e-001 -9.8000000e-001
 -5.2279265e-002  1.4443391e+000 -2.8946098e-001 -1.1440377e+000  1.0585408e-001 -6.6089063e-001  9.8000000e-001 -9.8000000e-001 -9.8000000e-001
 -1.6831956e+000 -9.7085132e-001 -1.4900300e+000 -1.4375093e+000 -3.0693059e-001 -5.8317842e-001  9.8000000e-001 -9.8000000e-001 -9.8000000e-001
 -1.6479931e+000 -1.0544660e+000 -8.5871921e-001 -1.3299625e+000  1.0770950e+000 -5.2938717e-001  9.8000000e-001 -9.8000000e-001 -9.8000000e-001
 -1.4384107e+000  1.8988494e-001 -1.6832393e+000 -1.9886332e+000  1.4732599e+000 -7.0715848e-001  9.8000000e-001 -9.8000000e-001 -9.8000000e-001
 -2.6997137e-001  1.1295216e+000 -2.2854219e-001 -1.1888453e+000  4.0482370e-001 -6.2526295e-001  9.8000000e-001 -9.8000000e-001 -9.8000000e-001
 -4.6861360e-001  1.4675161e-001 -8.6548532e-001 -7.1116246e-001 -1.0218860e-001 -6.5502202e-001  9.8000000e-001 -9.8000000e-001 -9.8000000e-001
 -1.4506528e+000 -5.8362879e-001 -1.9586311e+000 -1.4276176e+000 -8.2462209e-001 -7.9227433e-001  9.8000000e-001 -9.8000000e-001 -9.8000000e-001
 -3.8533616e-001  1.6864165e-001 -1.0322197e+000 -6.2054775e-001  2.8160649e-001 -5.5823734e-001  9.8000000e-001 -9.8000000e-001 -9.8000000e-001
  3.3584162e-001  8.7777108e-001 -2.3881181e-001 -2.2321830e-001  2.4772362e-001 -7.2143294e-001  9.8000000e-001 -9.8000000e-001 -9.8000000e-001
  9.9752873e-001  3.8346283e-001  6.7362667e-001  9.9500856e-001 -2.3292154e-001  1.6910622e-002 -9.8000000e-001  9.8000000e-001 -9.8000000e-001
  6.7180761e-001  1.4021860e-001 -5.0173893e-002  7.5811621e-001 -2.7840636e-001 -6.7325105e-001 -9.8000000e-001  9.8000000e-001 -9.8000000e-001
  5.6419736e-001  2.2261358e+000  8.7244894e-001 -9.3533545e-001  2.2981183e+000  3.1705148e+000 -9.8000000e-001  9.8000000e-001 -9.8000000e-001
  1.5233328e+000  1.8484796e+000  9.3187752e-001  5.7786658e-001  1.6139701e+000  2.2514984e+000 -9.8000000e-001  9.8000000e-001 -9.8000000e-001
 -9.9446126e-002 -9.8675579e-001  7.5886944e-002  6.0803177e-001 -1.4582074e+000  6.7327172e-001 -9.8000000e-001  9.8000000e-001 -9.8000000e-001
  1.6318407e+000  1.1537021e+000 -2.3534829e-001  1.2352304e+000  2.8865478e-001  6.7917641e-001 -9.8000000e-001  9.8000000e-001 -9.8000000e-001
  9.1836105e-001  2.4832696e+000  2.8398471e-001 -6.7227631e-001  4.7654669e-001  6.3448829e-001 -9.8000000e-001  9.8000000e-001 -9.8000000e-001
 -1.3893282e-001 -2.7029312e-001  1.4939535e+000  2.3129113e-002 -3.2536436e-001  6.3742823e-001 -9.8000000e-001  9.8000000e-001 -9.8000000e-001
  9.9547156e-001  4.8860579e-001  2.2615988e+000  9.1397186e-001  3.8559032e-001  9.2958991e-001 -9.8000000e-001  9.8000000e-001 -9.8000000e-001
  5.7451593e-001 -4.0694458e-001  4.9957090e-001  1.0411521e+000 -1.1701351e+000 -2.0188647e-002 -9.8000000e-001  9.8000000e-001 -9.8000000e-001
 -6.2161806e-001 -1.1066798e+000  5.7619203e-002  2.6930043e-002 -5.2982445e-001 -2.5587648e-002 -9.8000000e-001  9.8000000e-001 -9.8000000e-001
  9.8121197e-001  1.1843857e+000  6.0910498e-001  3.7688431e-001  3.9803339e-002  1.7909688e+000 -9.8000000e-001  9.8000000e-001 -9.8000000e-001
  2.6206683e-001 -7.6981468e-001  3.1286448e-001  9.1049593e-001 -1.7407429e+000  6.2302627e-001 -9.8000000e-001  9.8000000e-001 -9.8000000e-001
  1.0401925e+000  1.5869909e+000  1.3121928e+000  1.5243638e-001  1.5493634e+000  1.3540947e+000 -9.8000000e-001  9.8000000e-001 -9.8000000e-001
  1.4215342e+000  1.2057232e+000  1.6934977e+000  9.2638994e-001  6.7523318e-001  1.1987659e+000 -9.8000000e-001  9.8000000e-001 -9.8000000e-001
 -1.0718676e+000 -2.4077713e+000  8.6067777e-001  4.1886766e-001 -4.7568475e-001  2.7742370e-002 -9.8000000e-001  9.8000000e-001 -9.8000000e-001
  5.3723212e-001  1.7350293e-001 -1.8491526e-001  5.6049173e-001 -1.6091221e+000  6.6223617e-001 -9.8000000e-001  9.8000000e-001 -9.8000000e-001
